team,game_date,half_inning,runs_1st,hits,walks,strikeouts,abs,pa,total_bases,runs_rolling10,OBP,SLG,K_rate,BB_rate
ATH,2025-03-15,Bot_1st,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0
ATH,2025-03-15,Top_1st,0,2,0,0,4,4,2.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
ATH,2025-03-16,Top_1st,0,0,0,1,3,3,0.0,0.0,0.2,0.2,0.1,0.0
ATH,2025-03-17,Bot_1st,0,1,0,0,4,4,2.0,0.0,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.0
ATH,2025-03-19,Top_1st,0,0,1,0,3,4,0.0,0.0,0.2222222222222222,0.23529411764705882,0.05555555555555555,0.05555555555555555
ATH,2025-03-20,Top_1st,0,1,0,0,4,4,1.0,0.0,0.22727272727272727,0.23809523809523808,0.045454545454545456,0.045454545454545456
ATH,2025-03-21,Bot_1st,0,1,0,0,4,4,2.0,0.0,0.23076923076923078,0.28,0.038461538461538464,0.038461538461538464
ATH,2025-03-22,Bot_1st,0,1,0,0,3,3,1.0,0.0,0.2413793103448276,0.2857142857142857,0.034482758620689655,0.034482758620689655
ATH,2025-03-23,Top_1st,1,2,0,1,5,5,5.0,0.1111111111111111,0.2647058823529412,0.3939393939393939,0.058823529411764705,0.029411764705882353
ATH,2025-03-24,Top_1st,0,0,0,1,3,3,0.0,0.1,0.24324324324324326,0.3611111111111111,0.08108108108108109,0.02702702702702703
ATH,2025-03-27,Top_1st,0,0,0,1,3,3,0.0,0.1,0.24324324324324326,0.3611111111111111,0.10810810810810811,0.02702702702702703
ATH,2025-03-28,Top_1st,0,0,2,0,3,5,0.0,0.1,0.23684210526315788,0.3142857142857143,0.10526315789473684,0.07894736842105263
ATH,2025-03-29,Top_1st,0,0,0,0,3,3,0.0,0.1,0.23684210526315788,0.3142857142857143,0.07894736842105263,0.07894736842105263
ATH,2025-03-30,Top_1st,0,0,0,0,3,4,0.0,0.1,0.21052631578947367,0.2647058823529412,0.07894736842105263,0.07894736842105263
ATH,2025-03-31,Bot_1st,0,1,0,1,4,4,1.0,0.1,0.21052631578947367,0.2857142857142857,0.10526315789473684,0.05263157894736842
ATH,2025-04-01,Bot_1st,2,4,0,0,7,7,7.0,0.3,0.2682926829268293,0.42105263157894735,0.0975609756097561,0.04878048780487805
ATH,2025-04-02,Bot_1st,0,0,0,2,3,3,0.0,0.3,0.25,0.3783783783783784,0.15,0.05
ATH,2025-04-04,Top_1st,1,3,0,2,6,6,3.0,0.4,0.27906976744186046,0.4,0.18604651162790697,0.046511627906976744
ATH,2025-04-05,Top_1st,0,0,0,2,3,3,0.0,0.3,0.24390243902439024,0.2894736842105263,0.21951219512195122,0.04878048780487805
ATH,2025-04-06,Top_1st,2,2,0,1,5,5,5.0,0.5,0.27906976744186046,0.4,0.20930232558139536,0.046511627906976744
ATH,2025-04-07,Bot_1st,0,0,2,0,2,4,0.0,0.5,0.3181818181818182,0.41025641025641024,0.18181818181818182,0.09090909090909091
ATH,2025-04-08,Bot_1st,6,6,1,1,9,10,8.0,1.1,0.3877551020408163,0.5333333333333333,0.1836734693877551,0.061224489795918366
ATH,2025-04-09,Bot_1st,0,0,0,0,3,3,0.0,1.1,0.3877551020408163,0.5333333333333333,0.1836734693877551,0.061224489795918366
ATH,2025-04-11,Bot_1st,0,0,0,2,3,3,0.0,1.1,0.3958333333333333,0.5333333333333333,0.22916666666666666,0.0625
ATH,2025-04-12,Bot_1st,0,0,0,2,3,3,0.0,1.1,0.3829787234042553,0.5227272727272727,0.2553191489361702,0.06382978723404255
ATH,2025-04-13,Bot_1st,0,1,0,1,4,4,2.0,0.9,0.3409090909090909,0.43902439024390244,0.29545454545454547,0.06818181818181818
ATH,2025-04-15,Top_1st,3,3,0,0,6,6,6.0,1.2,0.3829787234042553,0.5454545454545454,0.23404255319148937,0.06382978723404255
ATH,2025-04-16,Top_1st,0,1,1,0,4,5,1.0,1.1,0.3695652173913043,0.5238095238095238,0.1956521739130435,0.08695652173913043
ATH,2025-04-17,Top_1st,1,2,1,0,5,6,4.0,1.2,0.40816326530612246,0.5909090909090909,0.14285714285714285,0.10204081632653061
ATH,2025-04-18,Top_1st,0,1,0,1,4,4,1.0,1.0,0.3958333333333333,0.5116279069767442,0.14583333333333334,0.10416666666666667
ATH,2025-04-19,Top_1st,0,1,0,0,2,3,1.0,1.0,0.3829787234042553,0.5348837209302325,0.14893617021276595,0.06382978723404255
ATH,2025-04-20,Top_1st,0,0,0,2,3,3,0.0,0.4,0.275,0.40540540540540543,0.2,0.05
ATH,2025-04-22,Bot_1st,0,0,1,0,3,4,0.0,0.4,0.2926829268292683,0.40540540540540543,0.1951219512195122,0.07317073170731707
ATH,2025-04-23,Bot_1st,4,6,0,0,9,9,11.0,0.8,0.3829787234042553,0.6046511627906976,0.1276595744680851,0.06382978723404255
ATH,2025-04-24,Bot_1st,0,0,0,1,3,3,0.0,0.8,0.3829787234042553,0.6046511627906976,0.10638297872340426,0.06382978723404255
ATH,2025-04-25,Bot_1st,0,1,0,2,4,4,1.0,0.8,0.3829787234042553,0.5813953488372093,0.1276595744680851,0.06382978723404255
ATH,2025-04-26,Bot_1st,0,0,1,1,2,3,0.0,0.5,0.36363636363636365,0.48717948717948717,0.1590909090909091,0.09090909090909091
ATH,2025-04-27,Bot_1st,1,2,0,0,5,5,3.0,0.6,0.36363636363636365,0.525,0.1590909090909091,0.06818181818181818
ATH,2025-04-28,Top_1st,0,1,0,2,4,4,1.0,0.5,0.3333333333333333,0.46153846153846156,0.21428571428571427,0.047619047619047616
ATH,2025-04-29,Top_1st,0,1,0,0,3,3,1.0,0.5,0.34146341463414637,0.47368421052631576,0.1951219512195122,0.04878048780487805
ATH,2025-04-30,Top_1st,0,0,0,1,3,3,0.0,0.5,0.3170731707317073,0.4358974358974359,0.21951219512195122,0.04878048780487805
ATH,2025-05-01,Top_1st,1,2,1,1,5,6,2.0,0.6,0.36363636363636365,0.4634146341463415,0.18181818181818182,0.06818181818181818
ATH,2025-05-02,Top_1st,0,0,0,0,3,3,0.0,0.6,0.3488372093023256,0.4634146341463415,0.18604651162790697,0.046511627906976744
ATH,2025-05-03,Top_1st,1,2,0,0,4,4,5.0,0.3,0.2894736842105263,0.3611111111111111,0.21052631578947367,0.05263157894736842
ATH,2025-05-04,Top_1st,0,0,0,1,3,3,0.0,0.3,0.2894736842105263,0.3611111111111111,0.21052631578947367,0.05263157894736842
ATH,2025-05-05,Bot_1st,1,1,1,0,3,5,1.0,0.4,0.3076923076923077,0.37142857142857144,0.15384615384615385,0.07692307692307693
ATH,2025-05-06,Bot_1st,1,1,1,1,3,4,1.0,0.5,0.325,0.3888888888888889,0.15,0.075
ATH,2025-05-07,Bot_1st,3,4,0,1,7,7,5.0,0.7,0.35714285714285715,0.42105263157894735,0.16666666666666666,0.07142857142857142
ATH,2025-05-09,Bot_1st,0,0,0,1,3,3,0.0,0.7,0.34146341463414637,0.40540540540540543,0.14634146341463414,0.07317073170731707
ATH,2025-05-10,Bot_1st,0,1,0,1,4,4,2.0,0.7,0.3333333333333333,0.42105263157894735,0.16666666666666666,0.07142857142857142
ATH,2025-05-11,Bot_1st,0,0,0,0,3,3,0.0,0.7,0.3333333333333333,0.42105263157894735,0.14285714285714285,0.07142857142857142
ATH,2025-05-13,Top_1st,0,1,0,3,4,4,1.0,0.6,0.3,0.40540540540540543,0.2,0.05
ATH,2025-05-14,Top_1st,0,0,0,2,3,3,0.0,0.6,0.3,0.40540540540540543,0.25,0.05
ATH,2025-05-15,Top_1st,1,1,2,0,4,6,2.0,0.6,0.30952380952380953,0.32432432432432434,0.23809523809523808,0.09523809523809523
ATH,2025-05-16,Top_1st,0,0,0,1,3,3,0.0,0.6,0.30952380952380953,0.32432432432432434,0.23809523809523808,0.09523809523809523
ATH,2025-05-17,Top_1st,0,1,0,0,4,4,2.0,0.5,0.2926829268292683,0.34210526315789475,0.24390243902439024,0.07317073170731707
ATH,2025-05-18,Top_1st,0,1,2,0,4,6,2.0,0.4,0.3023255813953488,0.358974358974359,0.20930232558139536,0.09302325581395349
ATH,2025-05-19,Bot_1st,2,2,2,0,4,6,3.0,0.3,0.30952380952380953,0.3333333333333333,0.19047619047619047,0.14285714285714285
ATH,2025-05-20,Bot_1st,0,0,0,0,3,3,0.0,0.3,0.30952380952380953,0.3333333333333333,0.16666666666666666,0.14285714285714285
ATH,2025-05-21,Bot_1st,0,0,3,1,3,6,0.0,0.3,0.3409090909090909,0.2857142857142857,0.1590909090909091,0.20454545454545456
ATH,2025-05-22,Bot_1st,2,2,0,0,5,5,5.0,0.5,0.3695652173913043,0.40540540540540543,0.15217391304347827,0.1956521739130435
ATH,2025-05-23,Bot_1st,0,0,0,2,3,3,0.0,0.5,0.35555555555555557,0.3888888888888889,0.13333333333333333,0.2
ATH,2025-05-24,Bot_1st,0,1,0,2,4,4,2.0,0.5,0.3695652173913043,0.43243243243243246,0.13043478260869565,0.1956521739130435
ATH,2025-05-25,Bot_1st,2,4,0,1,7,7,8.0,0.6,0.3829787234042553,0.55,0.14893617021276595,0.14893617021276595
ATH,2025-05-27,Top_1st,0,1,0,1,3,3,1.0,0.6,0.40425531914893614,0.575,0.14893617021276595,0.14893617021276595
ATH,2025-05-28,Top_1st,0,1,0,2,4,4,1.0,0.6,0.40425531914893614,0.55,0.19148936170212766,0.14893617021276595
ATH,2025-05-29,Top_1st,0,0,0,2,3,3,0.0,0.6,0.36363636363636365,0.5128205128205128,0.25,0.11363636363636363
ATH,2025-05-30,Top_1st,0,0,0,1,3,3,0.0,0.4,0.2926829268292683,0.4473684210526316,0.2926829268292683,0.07317073170731707
ATH,2025-05-31,Top_1st,3,3,0,1,6,6,6.0,0.7,0.3409090909090909,0.5609756097560976,0.29545454545454547,0.06818181818181818
ATL,2023-03-15,Bot_1st,0,1,1,0,3,5,1.0,0.0,0.4,0.3333333333333333,0.0,0.2
ATL,2023-03-16,Top_1st,0,1,0,1,3,4,1.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
ATL,2023-03-17,Top_1st,1,1,1,0,3,4,4.0,0.3333333333333333,0.38461538461538464,0.6666666666666666,0.07692307692307693,0.15384615384615385
ATL,2023-03-18,Bot_1st,0,0,1,2,3,4,0.0,0.25,0.35294117647058826,0.5,0.17647058823529413,0.17647058823529413
ATL,2023-03-19,Top_1st,1,1,0,2,4,4,4.0,0.4,0.3333333333333333,0.625,0.23809523809523808,0.14285714285714285
ATL,2023-03-20,Bot_1st,0,1,0,0,4,4,1.0,0.3333333333333333,0.32,0.55,0.2,0.12
ATL,2023-03-22,Top_1st,0,2,1,2,5,6,2.0,0.2857142857142857,0.3548387096774194,0.52,0.22580645161290322,0.12903225806451613
ATL,2023-03-23,Bot_1st,0,1,0,1,4,4,1.0,0.25,0.34285714285714286,0.4827586206896552,0.22857142857142856,0.11428571428571428
ATL,2023-03-24,Top_1st,0,1,0,1,4,4,1.0,0.2222222222222222,0.3333333333333333,0.45454545454545453,0.23076923076923078,0.10256410256410256
ATL,2023-03-25,Bot_1st,0,0,1,0,2,3,0.0,0.2,0.3333333333333333,0.42857142857142855,0.21428571428571427,0.11904761904761904
ATL,2023-03-25,Top_1st,0,1,1,1,4,5,2.0,0.2,0.3333333333333333,0.4444444444444444,0.23809523809523808,0.11904761904761904
ATL,2023-03-26,Bot_1st,1,2,0,1,5,5,5.0,0.3,0.3488372093023256,0.5263157894736842,0.23255813953488372,0.11627906976744186
ATL,2023-03-27,Bot_1st,0,0,0,2,3,3,0.0,0.2,0.30952380952380953,0.42105263157894735,0.2857142857142857,0.09523809523809523
ATL,2023-03-28,Top_1st,1,2,1,0,5,6,2.0,0.3,0.3409090909090909,0.45,0.22727272727272727,0.09090909090909091
ATL,2023-03-30,Top_1st,0,1,1,2,4,5,1.0,0.2,0.35555555555555557,0.375,0.2222222222222222,0.1111111111111111
ATL,2023-04-01,Top_1st,2,3,0,1,5,5,9.0,0.4,0.391304347826087,0.5609756097560976,0.2391304347826087,0.10869565217391304
ATL,2023-04-02,Top_1st,0,0,0,2,3,3,0.0,0.4,0.3488372093023256,0.5384615384615384,0.2558139534883721,0.09302325581395349
ATL,2023-04-03,Top_1st,1,2,0,1,4,4,5.0,0.5,0.37209302325581395,0.6410256410256411,0.2558139534883721,0.09302325581395349
ATL,2023-04-04,Top_1st,2,4,0,2,7,7,7.0,0.7,0.41304347826086957,0.7380952380952381,0.2608695652173913,0.08695652173913043
ATL,2023-04-05,Top_1st,3,4,1,0,6,8,5.0,1.0,0.45098039215686275,0.782608695652174,0.23529411764705882,0.0784313725490196
ATL,2023-04-06,Bot_1st,1,1,0,0,3,4,2.0,1.1,0.44,0.8,0.22,0.06
ATL,2023-04-07,Bot_1st,0,1,0,0,4,4,1.0,1.0,0.42857142857142855,0.7272727272727273,0.20408163265306123,0.061224489795918366
ATL,2023-04-08,Bot_1st,0,0,0,2,3,3,0.0,1.0,0.42857142857142855,0.7272727272727273,0.20408163265306123,0.061224489795918366
ATL,2023-04-09,Bot_1st,0,1,1,1,4,5,1.0,0.9,0.4166666666666667,0.7209302325581395,0.22916666666666666,0.0625
ATL,2023-04-10,Bot_1st,0,1,1,1,3,4,1.0,0.9,0.425531914893617,0.7380952380952381,0.2127659574468085,0.06382978723404255
ATL,2023-04-11,Bot_1st,1,2,0,0,5,5,5.0,0.8,0.40425531914893614,0.6428571428571429,0.19148936170212766,0.06382978723404255
ATL,2023-04-12,Bot_1st,0,1,0,1,4,4,2.0,0.8,0.4166666666666667,0.6744186046511628,0.16666666666666666,0.0625
ATL,2023-04-14,Top_1st,4,5,0,2,8,8,13.0,1.1,0.4423076923076923,0.7872340425531915,0.17307692307692307,0.057692307692307696
ATL,2023-04-15,Top_1st,1,2,0,0,5,5,3.0,1.0,0.42,0.7333333333333333,0.14,0.06
ATL,2023-04-16,Top_1st,0,1,0,2,4,4,1.0,0.7,0.3695652173913043,0.6744186046511628,0.1956521739130435,0.043478260869565216
ATL,2023-04-17,Top_1st,2,2,0,1,5,5,6.0,0.8,0.3829787234042553,0.7333333333333333,0.2127659574468085,0.0425531914893617
ATL,2023-04-18,Top_1st,0,0,0,2,3,3,0.0,0.8,0.3695652173913043,0.7272727272727273,0.2608695652173913,0.043478260869565216
ATL,2023-04-19,Top_1st,0,1,0,1,2,3,1.0,0.8,0.391304347826087,0.7674418604651163,0.2391304347826087,0.043478260869565216
ATL,2023-04-21,Bot_1st,4,4,1,2,7,8,7.0,1.2,0.42857142857142855,0.8478260869565217,0.24489795918367346,0.04081632653061224
ATL,2023-04-22,Bot_1st,0,1,0,2,4,4,1.0,1.2,0.40816326530612246,0.8297872340425532,0.2653061224489796,0.02040816326530612
ATL,2023-04-23,Bot_1st,0,0,1,1,3,4,0.0,1.1,0.3958333333333333,0.7555555555555555,0.2916666666666667,0.041666666666666664
ATL,2023-04-24,Bot_1st,0,1,0,2,4,4,1.0,1.1,0.3958333333333333,0.7333333333333333,0.3125,0.041666666666666664
ATL,2023-04-25,Bot_1st,1,2,0,1,5,5,3.0,0.8,0.35555555555555557,0.5476190476190477,0.3111111111111111,0.044444444444444446
ATL,2023-04-26,Bot_1st,0,0,0,2,3,3,0.0,0.7,0.32558139534883723,0.5,0.37209302325581395,0.046511627906976744
ATL,2023-04-27,Bot_1st,0,0,0,2,3,3,0.0,0.7,0.30952380952380953,0.48717948717948717,0.38095238095238093,0.047619047619047616
ATL,2023-04-28,Top_1st,0,0,0,2,3,3,0.0,0.5,0.275,0.35135135135135137,0.425,0.05
ATL,2023-05-01,Top_1st,3,3,2,2,8,10,6.0,0.8,0.3404255319148936,0.4523809523809524,0.3617021276595745,0.0851063829787234
ATL,2023-05-02,Top_1st,0,1,0,2,4,4,2.0,0.8,0.3333333333333333,0.45454545454545453,0.375,0.08333333333333333
ATL,2023-05-03,Top_1st,0,0,0,1,3,3,0.0,0.4,0.2558139534883721,0.325,0.3953488372093023,0.06976744186046512
ATL,2023-05-04,Top_1st,1,1,0,2,4,5,2.0,0.5,0.25,0.35,0.38636363636363635,0.06818181818181818
ATL,2023-05-05,Bot_1st,1,2,0,0,5,5,2.0,0.6,0.26666666666666666,0.38095238095238093,0.35555555555555557,0.044444444444444446
ATL,2023-05-06,Bot_1st,0,0,0,2,3,3,0.0,0.6,0.25,0.36585365853658536,0.36363636363636365,0.045454545454545456
ATL,2023-05-07,Bot_1st,1,1,0,1,4,4,4.0,0.6,0.23255813953488372,0.4,0.37209302325581395,0.046511627906976744
ATL,2023-05-09,Bot_1st,4,3,2,1,6,8,6.0,1.0,0.3125,0.5116279069767442,0.3125,0.08333333333333333
ATL,2023-05-10,Bot_1st,0,0,0,0,3,3,0.0,1.0,0.3125,0.5116279069767442,0.2708333333333333,0.08333333333333333
ATL,2023-05-12,Top_1st,0,0,0,2,3,3,0.0,1.0,0.3125,0.5116279069767442,0.2708333333333333,0.08333333333333333
ATL,2023-05-13,Top_1st,0,0,0,1,3,3,0.0,0.7,0.24390243902439024,0.42105263157894735,0.2926829268292683,0.04878048780487805
ATL,2023-05-14,Top_1st,1,1,0,3,4,4,4.0,0.8,0.24390243902439024,0.47368421052631576,0.3170731707317073,0.04878048780487805
ATL,2023-05-15,Top_1st,0,1,1,0,3,4,2.0,0.8,0.2857142857142857,0.5263157894736842,0.2857142857142857,0.07142857142857142
ATL,2023-05-16,Top_1st,0,1,0,1,4,4,1.0,0.7,0.2926829268292683,0.5,0.2682926829268293,0.07317073170731707
ATL,2023-05-17,Top_1st,0,0,0,1,3,3,0.0,0.6,0.2564102564102564,0.4722222222222222,0.3076923076923077,0.07692307692307693
ATL,2023-05-19,Bot_1st,1,2,0,0,5,5,4.0,0.7,0.2926829268292683,0.5526315789473685,0.24390243902439024,0.07317073170731707
ATL,2023-05-20,Bot_1st,2,3,1,2,6,7,6.0,0.8,0.3409090909090909,0.575,0.25,0.09090909090909091
ATL,2023-05-21,Bot_1st,1,2,0,1,5,5,3.0,0.5,0.2926829268292683,0.5128205128205128,0.2682926829268293,0.04878048780487805
ATL,2023-05-22,Bot_1st,4,4,2,0,7,9,8.0,0.9,0.3829787234042553,0.6511627906976745,0.23404255319148937,0.0851063829787234
ATL,2023-05-23,Bot_1st,1,2,0,0,5,5,3.0,1.0,0.40816326530612246,0.6888888888888889,0.1836734693877551,0.08163265306122448
ATL,2023-05-24,Bot_1st,0,0,0,1,3,3,0.0,1.0,0.40816326530612246,0.6888888888888889,0.1836734693877551,0.08163265306122448
ATL,2023-05-25,Bot_1st,2,2,0,1,5,5,5.0,1.1,0.42,0.6956521739130435,0.14,0.08
ATL,2023-05-26,Bot_1st,0,1,0,0,4,4,1.0,1.1,0.4,0.6595744680851063,0.14,0.06
ATL,2023-05-27,Bot_1st,0,0,0,2,3,3,0.0,1.1,0.3877551020408163,0.6521739130434783,0.16326530612244897,0.061224489795918366
ATL,2023-05-28,Bot_1st,7,7,0,0,8,11,14.0,1.8,0.45614035087719296,0.8627450980392157,0.12280701754385964,0.05263157894736842
ATL,2023-05-29,Top_1st,1,2,1,2,5,6,2.0,1.8,0.46551724137931033,0.8235294117647058,0.15517241379310345,0.06896551724137931
ATL,2023-05-30,Top_1st,0,1,1,0,2,3,1.0,1.6,0.46296296296296297,0.7872340425531915,0.12962962962962962,0.07407407407407407
ATL,2023-05-31,Top_1st,0,0,0,0,3,3,0.0,1.5,0.4423076923076923,0.7555555555555555,0.11538461538461539,0.07692307692307693
ATL,2023-06-02,Top_1st,0,1,0,0,3,3,1.0,1.1,0.391304347826087,0.6585365853658537,0.13043478260869565,0.043478260869565216
ATL,2023-06-03,Top_1st,0,0,0,0,3,3,0.0,1.0,0.36363636363636365,0.6153846153846154,0.13636363636363635,0.045454545454545456
ATL,2023-06-04,Top_1st,0,2,0,2,5,5,2.0,1.0,0.391304347826087,0.6341463414634146,0.15217391304347827,0.043478260869565216
ATL,2023-06-06,Bot_1st,0,2,0,1,4,4,2.0,0.8,0.4,0.575,0.15555555555555556,0.044444444444444446
ATL,2023-06-07,Bot_1st,0,1,0,3,4,4,1.0,0.8,0.4,0.575,0.2222222222222222,0.044444444444444446
ATL,2023-06-08,Bot_1st,3,4,0,1,7,7,8.0,1.1,0.4489795918367347,0.7045454545454546,0.1836734693877551,0.04081632653061224
ATL,2023-06-09,Bot_1st,0,0,2,1,3,5,0.0,0.4,0.3953488372093023,0.4358974358974359,0.23255813953488372,0.09302325581395349
ATL,2023-06-10,Bot_1st,1,1,0,0,3,4,2.0,0.4,0.36585365853658536,0.4594594594594595,0.1951219512195122,0.07317073170731707
ATL,2023-06-11,Bot_1st,2,2,0,1,5,5,5.0,0.6,0.3488372093023256,0.525,0.20930232558139536,0.046511627906976744
ATL,2023-06-12,Top_1st,0,1,0,0,4,4,1.0,0.6,0.36363636363636365,0.5365853658536586,0.20454545454545456,0.045454545454545456
ATL,2023-06-14,Top_1st,1,1,1,0,5,7,1.0,0.7,0.3541666666666667,0.5116279069767442,0.1875,0.0625
ATL,2023-06-15,Bot_1st,0,1,0,0,3,3,1.0,0.7,0.375,0.5348837209302325,0.1875,0.0625
ATL,2023-06-16,Bot_1st,3,1,2,1,4,6,4.0,1.0,0.3877551020408163,0.5952380952380952,0.16326530612244897,0.10204081632653061
ATL,2023-06-17,Bot_1st,4,3,1,1,6,7,6.0,1.4,0.40384615384615385,0.6590909090909091,0.15384615384615385,0.11538461538461539
ATL,2023-06-18,Bot_1st,0,0,0,1,3,3,0.0,1.4,0.39215686274509803,0.6511627906976745,0.11764705882352941,0.11764705882352941
ATL,2023-06-20,Top_1st,0,0,0,0,3,3,0.0,1.1,0.3404255319148936,0.5128205128205128,0.10638297872340426,0.1276595744680851
ATL,2023-06-22,Top_1st,0,0,0,0,3,3,0.0,1.1,0.3111111111111111,0.5128205128205128,0.08888888888888889,0.08888888888888889
ATL,2023-06-23,Top_1st,5,5,1,1,8,9,9.0,1.5,0.38,0.6136363636363636,0.1,0.1
ATL,2023-06-24,Top_1st,0,0,1,0,3,5,0.0,1.3,0.36,0.5238095238095238,0.08,0.12
ATL,2023-06-25,Top_1st,0,0,0,1,3,4,0.0,1.3,0.34,0.5121951219512195,0.1,0.12
ATL,2023-06-26,Bot_1st,0,0,0,0,3,3,0.0,1.2,0.32608695652173914,0.5128205128205128,0.10869565217391304,0.10869565217391304
ATL,2023-06-27,Bot_1st,3,4,0,3,7,7,15.0,1.5,0.36,0.7906976744186046,0.16,0.1
ATL,2023-06-28,Bot_1st,1,1,1,1,4,5,2.0,1.3,0.3469387755102041,0.7441860465116279,0.16326530612244897,0.08163265306122448
ATL,2023-06-30,Bot_1st,5,4,1,1,7,8,11.0,1.4,0.36,0.8409090909090909,0.16,0.08
ATL,2023-07-01,Bot_1st,6,7,0,0,10,10,16.0,2.0,0.43859649122807015,1.0392156862745099,0.12280701754385964,0.07017543859649122
ATL,2023-07-02,Bot_1st,0,2,1,1,5,6,2.0,2.0,0.4666666666666667,1.0377358490566038,0.13333333333333333,0.08333333333333333
ATL,2023-07-03,Top_1st,0,0,1,0,2,3,0.0,2.0,0.48333333333333334,1.0576923076923077,0.13333333333333333,0.1
ATL,2023-07-04,Top_1st,0,0,2,2,3,6,0.0,1.5,0.43859649122807015,0.9787234042553191,0.15789473684210525,0.12280701754385964
ATL,2023-07-05,Top_1st,4,5,0,0,8,8,6.0,1.9,0.48333333333333334,1.0,0.15,0.1
ATL,2023-07-07,Top_1st,0,0,0,2,3,3,0.0,1.9,0.4915254237288136,1.0,0.1694915254237288,0.1016949152542373
ATL,2023-07-08,Top_1st,0,0,0,1,3,3,0.0,1.9,0.4915254237288136,1.0,0.1864406779661017,0.1016949152542373
ATL,2023-07-09,Top_1st,0,0,0,2,3,3,0.0,1.6,0.45454545454545453,0.7708333333333334,0.18181818181818182,0.10909090909090909
ATL,2023-07-14,Bot_1st,4,1,6,0,4,10,4.0,1.9,0.5,0.8125,0.15,0.18333333333333332
ATL,2023-07-15,Bot_1st,0,0,0,1,3,3,0.0,1.4,0.45454545454545453,0.6363636363636364,0.16363636363636364,0.18181818181818182
ATL,2023-07-16,Bot_1st,0,0,1,2,3,4,0.0,0.8,0.3877551020408163,0.32432432432432434,0.22448979591836735,0.22448979591836735
ATL,2023-07-18,Bot_1st,5,5,1,0,7,8,8.0,1.3,0.43137254901960786,0.46153846153846156,0.19607843137254902,0.21568627450980393
ATL,2023-07-19,Bot_1st,0,0,0,1,3,3,0.0,1.3,0.4117647058823529,0.45,0.21568627450980393,0.19607843137254902
ATL,2023-07-20,Bot_1st,0,0,0,0,3,3,0.0,1.3,0.3958333333333333,0.45,0.1875,0.16666666666666666
ATL,2023-07-21,Top_1st,0,0,0,0,3,3,0.0,0.9,0.32558139534883723,0.34285714285714286,0.20930232558139536,0.18604651162790697
ATL,2023-07-22,Top_1st,0,1,1,2,4,5,1.0,0.9,0.35555555555555557,0.3611111111111111,0.2,0.2
ATL,2023-07-23,Top_1st,0,1,0,1,3,3,1.0,0.9,0.37777777777777777,0.3888888888888889,0.2,0.2
ATL,2023-07-25,Top_1st,1,2,2,0,3,6,2.0,1.0,0.4375,0.4444444444444444,0.14583333333333334,0.22916666666666666
ATL,2023-07-26,Top_1st,0,1,0,2,4,4,1.0,0.6,0.35714285714285715,0.3611111111111111,0.21428571428571427,0.11904761904761904
ATL,2023-07-28,Bot_1st,0,0,1,0,1,3,0.0,0.6,0.38095238095238093,0.38235294117647056,0.19047619047619047,0.14285714285714285
ATL,2023-07-29,Bot_1st,6,6,0,0,8,9,10.0,1.2,0.44680851063829785,0.5897435897435898,0.1276595744680851,0.10638297872340426
ATL,2023-07-30,Bot_1st,2,2,0,2,5,5,5.0,0.9,0.38636363636363635,0.5405405405405406,0.18181818181818182,0.09090909090909091
ATL,2023-07-31,Bot_1st,0,0,0,1,3,3,0.0,0.9,0.38636363636363635,0.5405405405405406,0.18181818181818182,0.09090909090909091
ATL,2023-08-01,Bot_1st,1,2,2,1,3,6,2.0,1.0,0.44680851063829785,0.5945945945945946,0.19148936170212766,0.1276595744680851
ATL,2023-08-02,Bot_1st,0,0,0,1,3,3,0.0,1.0,0.44680851063829785,0.5945945945945946,0.2127659574468085,0.1276595744680851
ATL,2023-08-04,Top_1st,0,0,0,2,3,3,0.0,1.0,0.4222222222222222,0.5833333333333334,0.2222222222222222,0.1111111111111111
ATL,2023-08-05,Top_1st,0,1,0,1,4,4,1.0,1.0,0.41304347826086957,0.5675675675675675,0.21739130434782608,0.10869565217391304
ATL,2023-08-06,Top_1st,0,1,1,2,4,5,1.0,0.9,0.37777777777777777,0.5263157894736842,0.26666666666666666,0.08888888888888889
ATL,2023-08-07,Top_1st,0,0,0,1,3,3,0.0,0.9,0.36363636363636365,0.5135135135135135,0.25,0.09090909090909091
ATL,2023-08-08,Top_1st,1,2,1,0,5,6,6.0,1.0,0.3829787234042553,0.6097560975609756,0.23404255319148937,0.0851063829787234
ATL,2023-08-09,Top_1st,0,2,1,1,4,5,3.0,0.4,0.3488372093023256,0.4864864864864865,0.27906976744186046,0.11627906976744186
ATL,2023-08-10,Top_1st,1,3,0,0,6,6,3.0,0.3,0.36363636363636365,0.42105263157894735,0.22727272727272727,0.11363636363636363
ATL,2023-08-11,Top_1st,0,1,0,0,4,4,1.0,0.3,0.37777777777777777,0.4358974358974359,0.2,0.1111111111111111
ATL,2023-08-12,Top_1st,1,2,1,1,6,8,2.0,0.3,0.3404255319148936,0.40476190476190477,0.19148936170212766,0.0851063829787234
ATL,2023-08-13,Top_1st,3,2,2,1,5,7,3.0,0.6,0.39215686274509803,0.45454545454545453,0.17647058823529413,0.11764705882352941
